marital_status,course,daytime_evening,previous_qualification,previous_grade,nationality,admission_grade,special_needs,gender,scholarship,enrollment_age,international,enrolled_units,units_evaluations,aproved_units,grade
1,9085,1,1,138,1,132.1,0,0,0,19,0,10,22,8,14.04166667
1,9238,1,1,127,1,127.4,0,0,0,20,0,12,14,12,11.25
1,9500,1,1,140,1,129.5,0,0,0,18,0,16,16,14,12.32428571
1,9238,1,39,130,1,126.7,0,0,0,21,0,12,13,12,11.94047619
1,9238,1,1,128,1,116.5,0,0,1,18,0,12,22,9,11.19642857
1,9238,1,1,132,1,119.1,0,0,0,18,0,12,18,8,10.875
1,9500,1,1,149,1,126.5,0,0,0,18,0,16,16,14,12.91428571
1,9773,1,1,155,1,149.8,0,0,1,18,0,12,12,12,14
1,9085,1,1,120,1,115.1,0,0,0,19,0,12,17,11,13.62857143
1,9254,1,19,133.1,1,124.5,0,0,1,36,0,12,13,11,13.25714286
1,9500,1,1,131,1,128.3,0,0,1,18,0,16,16,14,12.64285714
1,9500,1,1,149,1,136,0,0,1,18,0,14,14,12,12.91666667
1,9130,1,1,140,1,140,0,0,1,20,0,12,16,12,15.74107143
1,9991,0,1,133.1,1,126.3,0,0,1,26,0,10,15,0,0
1,9773,1,1,122,1,126.9,0,0,0,21,0,12,15,12,11.85714286
1,9556,1,40,130,1,145,0,0,0,25,0,15,19,14,12.71875
1,9147,1,1,121,1,115.8,0,0,1,19,0,10,12,10,11.6
1,8014,0,1,120,1,100,0,0,0,24,0,12,17,1,5
1,8014,0,1,133.1,1,102.5,0,0,1,27,0,12,29,1,5
1,9085,1,1,121,1,131.5,0,0,0,21,0,10,19,2,6.75
1,9147,1,1,133,1,147,0,0,1,18,0,10,15,7,12.66666667
2,9853,1,1,134,1,122.5,1,0,1,19,0,12,12,12,13.91666667
1,9254,1,1,115,1,117.5,0,0,0,18,0,12,22,6,11.875
1,9500,1,1,127,1,150,0,0,1,19,0,15,18,12,13.02142857
1,9500,1,1,135,1,127.5,0,0,1,19,0,15,17,13,14.32708334
2,9991,0,43,140,1,140,0,0,0,33,0,11,12,11,15.56666667
2,9147,1,3,130,1,130,0,0,0,45,0,10,11,10,12.4
1,9238,1,1,135,1,133.3,0,0,1,20,0,12,13,12,12.42857143
1,9670,1,1,140,1,97,0,0,0,28,0,10,10,0,0
1,9500,1,1,120,1,112,0,0,1,19,0,16,30,14,11.57142857
1,9254,1,1,140,1,123.6,0,0,0,18,0,12,16,9,12.76190477
1,9254,1,3,133.1,1,130.5,0,0,0,38,0,12,0,0,0
1,9670,1,1,135,1,133.3,0,0,0,19,0,10,10,10,13.1
1,9254,1,1,123,1,132.1,0,0,1,21,0,12,17,10,11.5
1,9147,1,1,133.1,1,100,0,0,0,21,0,10,24,4,13.5
1,9238,1,1,154,1,140.4,0,0,1,22,0,12,12,11,12.8
1,9853,1,1,148,1,141.7,0,0,1,18,0,12,15,11,13.28333334
1,9238,1,1,133,1,119.7,1,0,1,18,0,12,18,12,11.45238095
1,9130,1,1,126,1,122.5,0,0,0,25,0,10,24,8,13.875
1,9085,1,19,133.1,1,140,0,0,0,24,0,12,25,6,11.04166667
1,9500,1,1,125,1,119.4,0,0,0,19,0,14,18,13,11.96696429
1,171,1,1,145,1,155,0,0,0,24,0,30,34,20,13.23232323
1,9147,1,1,118,1,119.1,0,0,1,20,0,10,10,10,12.6
1,9147,1,1,120,1,122.7,0,0,0,25,0,10,14,0,0
1,9147,1,1,127,1,117.9,0,0,1,20,0,20,25,19,12.63181818
1,9500,1,3,130,1,130,0,0,0,23,0,16,16,16,13.22
1,9500,1,1,129,1,120,0,0,1,19,0,16,16,14,13.15142857
1,9003,1,39,130,1,130,0,0,0,29,0,12,21,6,12.04166667
1,9254,1,1,121,1,116.8,0,0,0,21,0,12,16,10,11.79166667
1,9670,1,1,136,1,123.4,0,0,1,18,0,12,23,11,13.69642857
1,9070,1,1,125,1,125.4,0,0,0,19,0,12,13,10,12.4
1,9773,1,1,131,1,127.2,0,0,1,18,0,12,12,12,13.91666667
1,9085,1,1,122,1,103.4,0,0,0,19,0,10,12,10,13.7
1,9773,1,1,127,1,123.2,0,0,0,18,0,12,24,1,5.5
1,9147,1,1,136,1,124.1,0,0,0,18,0,10,14,10,11.6
2,9556,1,19,133.1,1,99.5,0,0,1,37,0,14,25,1,8
1,9991,0,40,127,1,124.9,0,0,0,29,0,10,24,10,12.95238095
1,9070,1,1,116,1,110.8,0,0,0,18,0,12,12,12,12.16666667
1,9238,1,1,121,1,118.9,0,0,1,19,0,12,17,10,12.16666667
1,9238,1,1,124,1,118.8,0,0,0,22,0,17,24,8,12.41666667
1,9254,1,1,131,1,137,0,0,1,20,0,12,18,11,10.88333334
1,8014,0,1,100,1,100,0,0,0,34,0,12,0,0,0
1,9119,1,1,130,1,120,0,0,0,30,0,24,36,14,11.95833333
1,9238,1,1,135,1,122.8,0,0,0,18,0,12,14,12,14
1,9238,1,1,130,1,121.6,0,0,0,18,0,12,12,12,12.41666667
1,9773,1,1,146,1,149.2,0,0,0,18,0,12,21,7,11.95833333
1,9500,1,1,146,1,140,0,0,0,18,0,16,16,14,14.82857143
1,9773,1,1,154,1,133.4,0,0,1,19,0,12,15,10,12.1
1,9070,1,1,137,1,126.2,0,0,1,19,0,12,14,12,12.75
1,9500,1,1,151,1,127.8,0,0,1,18,0,16,16,14,13.67142857
1,9003,1,39,150,1,150,0,0,1,21,0,12,17,11,12.73333334
1,9147,1,1,121,1,113.7,0,0,0,20,0,10,22,3,11.5
1,9147,1,1,122,1,117.8,0,0,0,20,0,10,18,10,12.91666667
1,9500,1,1,143,1,136.7,0,0,0,19,0,15,16,15,13.11
1,9238,1,1,152,1,144.7,0,0,0,20,0,12,15,12,14.96428571
1,9500,1,1,145,1,139.8,0,0,0,18,0,15,15,15,14.53660715
1,9853,1,1,120,1,113.7,0,0,0,20,0,12,18,8,10.83333333
2,9130,1,3,140,1,140,0,0,0,29,0,16,28,12,12.37777778
1,9500,1,1,143,1,142.3,0,0,1,18,0,15,15,15,13.78607143
1,9500,1,1,129,1,119.6,0,0,1,20,0,15,19,14,13.90830357
1,9147,1,1,139,1,123.7,0,0,1,22,0,10,16,8,11.7
4,8014,0,1,133.1,1,143,0,0,1,47,0,12,16,11,14.16666667
2,9991,0,1,127,1,100.1,0,0,0,31,0,10,10,10,13.9
1,9070,1,1,126,1,119.4,0,0,1,21,0,12,13,11,13.31666667
1,8014,0,1,128,1,122.1,0,0,0,21,0,12,18,11,12.32857143
2,9773,1,12,100,1,100,0,0,0,24,0,12,12,12,13
1,9070,1,1,123,1,113.9,0,0,0,18,0,12,14,12,12.41666667
1,8014,0,15,170,1,101,0,0,0,32,0,12,21,8,11.75
1,8014,0,1,117,1,111.8,0,0,1,19,0,12,17,12,11.16666667
1,9500,1,1,140,1,140,0,0,0,24,0,16,16,16,13.385
1,9085,1,1,123,1,124.4,0,0,0,19,0,12,23,12,15.08333333
1,9003,1,39,150,1,150,0,0,1,19,0,12,16,12,14.08333333
1,9003,1,39,140,1,140,0,0,0,24,0,12,22,11,12.21428571
1,9238,1,1,123,1,116,0,0,1,18,0,12,17,12,11.66666667
1,9070,1,1,130,1,135.6,0,0,1,19,0,12,19,7,11.66666667
2,9500,1,1,137,1,121,0,0,1,19,0,16,16,14,14.72571429
1,9773,1,1,126,1,118.7,0,0,1,18,0,12,12,12,13.91666667
1,9238,1,1,125,1,125.7,0,0,0,18,0,12,18,12,11.95238095
1,9556,1,1,112,1,107.1,0,0,0,20,0,15,15,15,12.81875
1,9500,1,1,141,1,125.5,0,0,0,18,0,16,20,16,12.86
1,9670,1,1,135,1,127,0,0,0,18,0,12,19,12,12.98214286
1,9085,1,1,117,1,113.5,0,0,1,21,0,10,12,9,12.1
1,9500,1,1,160,1,154.4,0,0,1,18,0,15,18,15,15.64277778
1,9670,1,1,136,1,122,0,0,0,18,0,10,12,6,11.375
1,9238,1,1,143,1,128,0,0,0,19,0,12,11,0,0
1,9670,1,1,119,1,115.5,0,0,0,19,0,12,17,8,11
1,9670,1,1,120,1,117.2,0,0,0,18,0,12,19,10,13.2375
1,9130,1,3,150,1,150,0,0,0,34,0,10,11,1,5.5
1,9085,1,1,142,1,155.3,0,0,0,19,0,10,11,10,14.2
1,9130,1,39,120,1,120,0,0,0,19,0,12,19,7,11.3
1,9238,1,1,160,1,116.1,0,0,0,26,0,12,13,12,14.98809524
1,9853,1,1,133.1,1,118.9,0,0,0,21,0,12,22,6,11.33333333
1,9147,1,1,142,1,127.3,0,0,1,18,0,10,10,10,11.5
1,9853,1,1,121,1,113.7,0,0,1,20,0,12,17,10,13.53333334
1,9147,1,1,135,1,118.5,0,0,0,25,0,10,17,2,5.25
1,9147,1,1,153,1,146.7,0,0,0,18,0,10,10,10,16.3
1,9500,1,1,140,1,124.3,0,0,1,18,0,15,18,15,14.71233766
1,9500,1,1,152,1,137.8,0,0,0,19,0,15,16,15,14.02492064
1,9238,1,1,120,1,130.2,0,0,1,18,0,12,18,12,11.57142857
1,9500,1,1,160,1,147.8,0,0,0,20,0,15,23,12,12.4202381
1,9085,1,40,150,1,150,0,0,0,26,0,9,3,0,0
1,9500,1,1,100,1,100,0,0,1,19,0,16,16,14,13.05857143
1,9500,1,1,150,1,155.6,0,0,0,19,0,15,16,15,14.17777778
1,9147,1,1,124,1,117.4,0,0,0,19,0,20,29,13,11.9
1,9085,1,1,141,1,128.8,0,0,0,19,0,10,17,6,11.66666667
1,9254,1,1,121,1,117.5,0,0,0,18,0,12,18,9,11.11904762
1,9500,1,6,134,1,120.4,0,0,0,19,0,14,14,12,13.33333333
1,9238,1,1,134,1,130.9,0,0,0,18,0,12,19,11,11.42857143
1,9853,1,1,132,1,125,0,0,0,18,0,12,17,10,12
1,9085,1,1,135,1,136.8,0,0,0,18,0,10,18,10,12.8
1,9853,1,1,123,1,121.6,0,0,0,18,0,14,21,11,12.33333333
1,9119,1,39,151,1,151,0,0,0,26,0,10,11,0,0
1,9238,1,1,107,1,103.5,0,0,0,20,0,12,14,12,12.5
1,8014,0,1,126,1,119.4,0,0,0,19,0,12,12,12,12.16666667
1,9238,1,1,133,1,134.4,0,0,1,18,0,12,15,12,12.91666667
1,9238,1,39,140,1,143,0,0,0,19,0,12,12,12,14
1,9853,1,40,110,1,110,0,0,0,40,0,14,15,14,14.78571429
1,9500,1,1,141,1,132.5,0,0,1,18,0,16,16,16,13.39125
1,9238,1,1,122,1,114.7,0,0,0,19,0,12,17,11,12.29761905
1,9130,1,1,156,1,166.9,0,0,0,18,0,10,15,8,11.875
1,9085,1,1,129,1,125.9,0,0,0,19,0,10,21,7,12
2,8014,0,1,120,1,117,0,0,0,33,0,12,15,12,12.8452381
1,9003,1,3,130,1,150,0,0,0,35,0,12,21,12,13.55
1,9147,1,1,130,1,130,0,0,0,26,0,10,12,6,12.5
1,9773,1,1,140,1,135.1,0,0,0,18,0,12,15,12,13
1,9238,1,1,110,1,110,0,0,0,36,0,29,43,22,11.5
4,9991,0,1,133.1,1,136.2,0,0,0,39,0,10,15,10,11.33333333
2,9238,1,1,120,1,116,0,0,0,44,0,12,14,12,13.41666667
1,8014,0,1,96,1,100,0,0,0,20,0,12,19,9,11.625
1,9254,1,1,117,1,116.3,0,0,0,24,0,12,15,8,12.05
1,9773,1,1,123,1,134,0,0,1,20,0,12,12,12,13.5
2,9500,1,1,151,1,134.5,0,0,1,18,0,14,14,12,14.2
1,9254,1,1,127,1,120.7,0,0,0,22,0,12,22,5,5.5
1,9085,1,1,133,1,127.1,0,0,0,18,0,12,14,12,15.71428572
1,9500,1,19,133.1,1,133,0,0,0,24,0,15,18,13,13.01428572
1,9991,0,1,133.1,1,128.2,0,0,0,33,0,10,0,0,0
1,9003,1,1,133.1,1,130,0,0,1,30,0,12,12,0,0
1,9085,1,43,160,1,172,0,0,0,26,0,12,0,0,0
1,9853,1,1,140,1,128.5,0,0,0,18,0,12,17,12,11.75
1,9773,1,1,146,1,128.5,0,0,0,19,0,12,25,5,11.33333333
1,9147,1,1,112,1,112,0,0,0,20,0,10,19,7,10.66666667
1,9085,1,42,140,1,142.5,0,0,1,22,0,20,34,15,13.60714286
1,9500,1,1,136,1,133,0,0,0,19,0,14,16,10,13.98
1,9085,1,1,133.1,1,106,0,0,1,21,0,12,23,12,15.95192308
1,9500,1,1,136,1,125.5,0,0,1,21,0,14,14,12,14.03333333
1,9085,1,1,134,1,131.2,0,0,0,19,0,10,14,6,11.1
1,9853,1,1,122,1,112.9,0,0,1,19,0,14,16,13,13.76190477
1,9500,1,1,138,1,124.8,0,0,0,18,0,16,16,14,13.41428571
2,8014,0,1,160,1,140.9,0,0,0,50,0,18,18,18,13.55844156
4,9991,0,1,130,1,148,0,0,1,31,0,10,21,8,11.04166667
1,9773,1,1,161,1,148.4,0,0,1,19,0,12,13,12,14.13095238
4,9991,0,1,140,1,129.7,0,0,0,35,0,10,17,10,12.42857143
2,9085,1,19,133.1,1,128.2,0,0,0,31,0,12,0,0,0
2,8014,0,19,133.1,1,104,0,0,0,42,0,22,28,20,12.35
1,9147,1,1,130,1,119.9,0,0,0,34,0,10,5,0,0
1,9500,1,1,152,1,141,0,0,1,18,0,15,15,15,15.21160714
1,9853,1,1,125,1,116.6,0,0,1,18,0,14,15,13,12.80952381
1,9085,1,39,140,1,140,0,0,0,21,0,12,31,7,13.08333333
4,9500,1,19,133.1,1,140,0,0,1,26,0,15,25,11,11.85928572
